User's ID,ProdID,Rating,Review Count,Category,Brand,Name,ImageURL,Description,Tags
784,39,0.0,33,"beauty, nail, care, nail, polish, sally, hansen, nail, polish","sally, hansen","Sally Hansen Nail Color, 0.31 oz",https://i5.walmartimages.com/asr/dc3ba648-8066-43da-b6f9-ab6fc208e585_1.f893ca260542dd60b5e5663761e32c6e.jpeg,"nail, color, textured, wool, lite, fuzzy, coat, bottle, oz, shake, gently, apply, 2, 3, coats, good, 30, months, opened, fl, oz, ml, new, york, ny, 10118sally, hansen, fuzzy, coat, textured, nail, color, 100, wool, lite, sally, hansen, fuzzy, coat, textured, 100, wool, lite, nail, color","beauty, nail, care, nail, polish, sally, hansen, nail, polish, sally, hansen, nail, color, textured, wool, lite, fuzzy, coat, bottle, oz, shake, gently, apply, 2, 3, coats, good, 30, months, opened, fl, oz, ml, new, york, ny, 10118sally, hansen, fuzzy, coat, textured, nail, color, 100, wool, lite, sally, hansen, fuzzy, coat, textured, 100, wool, lite, nail, color"
5,34,4.3,1413,"beauty, beauty, brands, maybelline, new, york, maybelline, lipstick",maybelline,"Maybelline Color Sensational The Mattes, Matte Finish Lipstick Makeup, Almond Rose, 0.15 oz.",https://i5.walmartimages.com/asr/50042d64-58b1-4a8a-beb8-e46353620ffd.a307ec49538dbc880230af87ad3208ac.jpeg,"achieve, crisp, vibrant, lip, color, mattes, sensational, color, takes, rich, comfortable, feeling, caring, oil, smooth, supple, lips, creamy, matte, formula, leaves, sensuous, comfortable, feeling, soft, matte, finish, available, wide, range, nude, pink, red, plum, shades, rich, warm, ultra, flattering, s, sensational, packaging, vary, creamy, matte, lipstick, pure, color, pigments, comfortable, feel, glides, smooth, ultra, flattering, shades, luscious, nudes, head, turning, reds, color, sensational, mattes, include, favorite, shades, intimatte, creamy, matte, matte, metallic, loaded, bolds, collections","beauty, beauty, brands, maybelline, new, york, maybelline, lipstick, maybelline, achieve, crisp, vibrant, lip, color, mattes, sensational, color, takes, rich, comfortable, feeling, caring, oil, smooth, supple, lips, creamy, matte, formula, leaves, sensuous, comfortable, feeling, soft, matte, finish, available, wide, range, nude, pink, red, plum, shades, rich, warm, ultra, flattering, s, sensational, packaging, vary, creamy, matte, lipstick, pure, color, pigments, comfortable, feel, glides, smooth, ultra, flattering, shades, luscious, nudes, head, turning, reds, color, sensational, mattes, include, favorite, shades, intimatte, creamy, matte, matte, metallic, loaded, bolds, collections"
2357,281,5.0,4,"beauty, beauty, hair, care, hair, tools, hair, scalp, treatments","bain, de, terre","Recovery Complex Anti-Frizz Shine Serum by Bain de Terre for Unisex, 4.2 oz",https://i5.walmartimages.com/asr/fcdb4d2e-3727-4bc4-bb2a-63c585c236b0_1.4c8c7111e5dde79bad7e54b6f71a8781.jpeg,"serum, enriched, patented, nourishing, nanospheres, containing, grape, seed, mango, seed, meadowfoam, seed, oils, plus, frizz, controlling, silicone, actively, repair, protect, moisturize, add, shine, hair, recovery, complex, anti, frizz, shine, serum, bain, de, terre, unisex, oz, leaves, hair, soft, smooth, types, hair","beauty, beauty, hair, care, hair, tools, hair, scalp, treatments, bain, de, terre, serum, enriched, patented, nourishing, nanospheres, containing, grape, seed, mango, seed, meadowfoam, seed, oils, plus, frizz, controlling, silicone, actively, repair, protect, moisturize, add, shine, hair, recovery, complex, anti, frizz, shine, serum, bain, de, terre, unisex, oz, leaves, hair, soft, smooth, types, hair"
875,0,0.0,7,"personal, care, incontinence, incontinence",attends,Attends Adult Incontinence Brief Heavy Absorbency,https://i5.walmartimages.com/asr/2f30ecbc-6d05-4c85-977c-d848e05e4c6c.18ed7f6bc8966e65826eca0dc24a0047.jpeg,"attends, adult, incontinence, brief, heavy, absorbency, incontinence, briefs, odor, blocking, properties, confidence, dignity, perfect, heavy, severe, incontinence, 0, s, 1, incontinence, brief, total, count, adult, unisex, contoured, tab, closure, breathable, fabric, superior, softness, delivers, comfort, skin, wellness, acquisition, layer, works, tandem, embossed, channeling, quickly, pull, direct, fluid, away, skin, core, high, performance, triple, layer, core, stays, dry, maintains, integrity, multiple, voids, interior, leg, cuffs, offer, additional, leakage, barrier, protection, rapid, lock, dual, core, supersorb, dryness, layer, channel, lock, fluids, away, swiftly","personal, care, incontinence, incontinence, attends, attends, adult, incontinence, brief, heavy, absorbency, incontinence, briefs, odor, blocking, properties, confidence, dignity, perfect, heavy, severe, incontinence, 0, s, 1, incontinence, brief, total, count, adult, unisex, contoured, tab, closure, breathable, fabric, superior, softness, delivers, comfort, skin, wellness, acquisition, layer, works, tandem, embossed, channeling, quickly, pull, direct, fluid, away, skin, core, high, performance, triple, layer, core, stays, dry, maintains, integrity, multiple, voids, interior, leg, cuffs, offer, additional, leakage, barrier, protection, rapid, lock, dual, core, supersorb, dryness, layer, channel, lock, fluids, away, swiftly"
81,91,0.0,0,"personal, care, bath, body, hand, soaps",lava,"lava heavy-duty hand cleaner with moisturizers, twin-pack, 5.75 oz",https://i5.walmartimages.com/asr/759b8aff-4177-454e-8726-386cfdf4ee23_1.9c05435e12f4c20310d88e82485c2957.jpeg,"lava, heavy, duty, hand, cleaner, moisturizers, twin, pack, oz, tough, dirt, grime, grease, oil, paint, ink, adhesives, caulk, grease, pretty, gets, hands, contains, pumice, product, volcanic, activity, soft, abrasive, moisturizers, lava, formula, hands, soft, bio, renewable, resources, value, pack, contains, 2, lava, bars, gets, hands, clean, fast, moisturizes, sku, adib000jjmbsglava, heavy, duty, hand, cleaner, moisturizers, twin, pack, oz","personal, care, bath, body, hand, soaps, lava, lava, heavy, duty, hand, cleaner, moisturizers, twin, pack, oz, tough, dirt, grime, grease, oil, paint, ink, adhesives, caulk, grease, pretty, gets, hands, contains, pumice, product, volcanic, activity, soft, abrasive, moisturizers, lava, formula, hands, soft, bio, renewable, resources, value, pack, contains, 2, lava, bars, gets, hands, clean, fast, moisturizes, sku, adib000jjmbsglava, heavy, duty, hand, cleaner, moisturizers, twin, pack, oz"
1,98,3.9,7,"beauty, makeup, face, makeup, foundation, foundation, spf",almay,"Almay Age Essentials Makeup Foundation, 120 Light Warm, with Broad Spectrum SPF 15, 1 Fl Oz",https://i5.walmartimages.com/asr/385c6933-44bb-44f7-ab8f-5b23d5717832_1.f4da7df4c9f5ee4816889fe8fe804475.jpeg,"almay, age, essentials, makeup, light, warm, multi, benefit, foundation, love, key, benefits, moisturizer, anti, aging, spf, 15, foundation, gives, luminous, youthful, looking, skin, instantly, relaxing, look, lines, smoothes, skin, boosts, hydration, skin, looks, lifted, feels, firm, 4, weeks, provides, medium, coverage, lightweight, feel, covers, flaws, evens, skin, tone, complexion, looks, flawless, day, available, 9, shades, dermatologist, tested, almay, quality, ingredients, need, 1, bottle, almay, age, essentials, makes, morning, beauty, routine, easier, hydrating, foundation, provides, medium, coverage, lightweight, feel, flawless, complexion, best, results, blend, foundation, skin, starting, center, face, moisturizer, anti, aging, spf, contains, collagen, peptides, hyaluronic, relaxes, look, expression, lines, smoothes, skin, boosts, hydration, immediately, overtime, revitalized, look, firms, lifts, improves, skin, appears, radiant, younger, looking, spf, 15, broad, spectrum","beauty, makeup, face, makeup, foundation, foundation, spf, almay, almay, age, essentials, makeup, light, warm, multi, benefit, foundation, love, key, benefits, moisturizer, anti, aging, spf, 15, foundation, gives, luminous, youthful, looking, skin, instantly, relaxing, look, lines, smoothes, skin, boosts, hydration, skin, looks, lifted, feels, firm, 4, weeks, provides, medium, coverage, lightweight, feel, covers, flaws, evens, skin, tone, complexion, looks, flawless, day, available, 9, shades, dermatologist, tested, almay, quality, ingredients, need, 1, bottle, almay, age, essentials, makes, morning, beauty, routine, easier, hydrating, foundation, provides, medium, coverage, lightweight, feel, flawless, complexion, best, results, blend, foundation, skin, starting, center, face, moisturizer, anti, aging, spf, contains, collagen, peptides, hyaluronic, relaxes, look, expression, lines, smoothes, skin, boosts, hydration, immediately, overtime, revitalized, look, firms, lifts, improves, skin, appears, radiant, younger, looking, spf, 15, broad, spectrum"
7,18,4.7,307,"household, essentials, drain, septic, care","rid, x","RID-X Septic Treatment Drain Opener, 2 Month Supply of Powder, 19.6 oz",https://i5.walmartimages.com/asr/b167c000-f891-4060-b33b-79c79d3f7f78_2.a068e3dbcdc521ef6a870775603a6b4d.jpeg,"1, brand, septic, system, treatment, rid, x, septic, tank, treatment, powder, helps, prevent, septic, backups, continuously, breaking, household, waste, rid, x, helps, maintain, healthy, balance, septic, bacteria, year, order, prevent, expensive, septic, backups, natural, bacteria, advanced, enzymes, start, working, immediately, break, paper, protein, oils, grease, rid, x, natural, safe, pipes, septic, systems, remember, use, rid, x, month, regular, pumping, oz, 1, monthly, dose, septic, tanks, 1500, gallons, use, simply, pour, powder, toilet, flush, based, national, nielsen, sales, data, occasional, pumping, 1, brand, septic, system, treatment, based, national, nielsen, data, helps, prevent, septic, backups, continuously, breaking, household, waste, occasional, pumping, easy, use, powder, safe, use, pipes, tanks, natural, bacteria, advanced, enzymes, start, working, immediately, break, paper, protein, oils, grease, oz, powerful, concentrated, formula, 1, monthly, dose, septic, tanks, 1500, gallons, use, simply, pour, powder, toilet, flush, twice, var, mtm, mtm, new, event, var, d, document, g, s, text, javascript, true, true, s","household, essentials, drain, septic, care, rid, x, 1, brand, septic, system, treatment, rid, x, septic, tank, treatment, powder, helps, prevent, septic, backups, continuously, breaking, household, waste, rid, x, helps, maintain, healthy, balance, septic, bacteria, year, order, prevent, expensive, septic, backups, natural, bacteria, advanced, enzymes, start, working, immediately, break, paper, protein, oils, grease, rid, x, natural, safe, pipes, septic, systems, remember, use, rid, x, month, regular, pumping, oz, 1, monthly, dose, septic, tanks, 1500, gallons, use, simply, pour, powder, toilet, flush, based, national, nielsen, sales, data, occasional, pumping, 1, brand, septic, system, treatment, based, national, nielsen, data, helps, prevent, septic, backups, continuously, breaking, household, waste, occasional, pumping, easy, use, powder, safe, use, pipes, tanks, natural, bacteria, advanced, enzymes, start, working, immediately, break, paper, protein, oils, grease, oz, powerful, concentrated, formula, 1, monthly, dose, septic, tanks, 1500, gallons, use, simply, pour, powder, toilet, flush, twice, var, mtm, mtm, new, event, var, d, document, g, s, text, javascript, true, true, s"
4,5,4.4,7736,"beauty, beauty, brands, maybelline, new, york, maybelline, lipstick, beauty, beauty, brands, maybelline, new, york, maybelline, lipstick",maybelline,"Maybelline SuperStay Matte Ink City Edition Liquid Lipstick Makeup, Composer, 0.17 fl. oz.",https://i5.walmartimages.com/asr/d84c31fd-063a-439f-9ace-389ec186203c.616e7c1b9d1371ed402eeabf856c6a32.jpeg,"maybellines, superstay, matte, ink, city, edition, lipstick, range, inspired, attitude, nyc, highly, pigmented, lip, color, features, unique, arrow, tip, precise, application, ink, lips, 16, hours, liquid, matte, color, available, range, shades, saturated, reds, burnt, siennas, blues, terracotta, hues, creates, flawless, matte, finish, 16, hours, wear, features, highly, pigmented, color, long, lasting, wear, smooth, matte, finish, features, unique, arrow, tip, provides, precise, application, available, range, rich, saturated, shades, maybellines, superstay, matte, ink, city, edition, lipstick, range, inspired, attitude, nyc, highly, pigmented, lip, color, features, unique, arrow, tip, precise, application, ink, lips, 16, hours, liquid, matte, color, available, range, shades, saturated, reds, burnt, siennas, blues, terracotta, hues, creates, flawless, matte, finish, 16, hours, wear, features, highly, pigmented, color, long, lasting, wear, smooth, matte, finish, features, unique, arrow, tip, provides, precise, application, available, range, rich, saturated, shades","beauty, beauty, brands, maybelline, new, york, maybelline, lipstick, beauty, beauty, brands, maybelline, new, york, maybelline, lipstick, maybelline, maybellines, superstay, matte, ink, city, edition, lipstick, range, inspired, attitude, nyc, highly, pigmented, lip, color, features, unique, arrow, tip, precise, application, ink, lips, 16, hours, liquid, matte, color, available, range, shades, saturated, reds, burnt, siennas, blues, terracotta, hues, creates, flawless, matte, finish, 16, hours, wear, features, highly, pigmented, color, long, lasting, wear, smooth, matte, finish, features, unique, arrow, tip, provides, precise, application, available, range, rich, saturated, shades, maybellines, superstay, matte, ink, city, edition, lipstick, range, inspired, attitude, nyc, highly, pigmented, lip, color, features, unique, arrow, tip, precise, application, ink, lips, 16, hours, liquid, matte, color, available, range, shades, saturated, reds, burnt, siennas, blues, terracotta, hues, creates, flawless, matte, finish, 16, hours, wear, features, highly, pigmented, color, long, lasting, wear, smooth, matte, finish, features, unique, arrow, tip, provides, precise, application, available, range, rich, saturated, shades"
1820,41179,4.9,14,"premium, beauty, premium, bath, body, premium, body, lotions","aid, beauty",14oz First Aid Beauty Ultra Repair Cream Intense Hydration Pink Grapefruit,https://i5.walmartimages.com/asr/6af4f07f-07bc-42cd-8d6e-5c736bb3f237_1.bcc5be663f8e22313820d8aca1393f80.png,,"premium, beauty, premium, bath, body, premium, body, lotions, aid, beauty,"
18,0,0.0,0,"premium, beauty, premium, makeup, premium, nail, polish, care, premium, nail, polish",cnd,"CND Retention+ Acrylic Nail Sculpting Powder, Intense Pink, 3.7 Oz",https://i5.walmartimages.com/asr/7f19fe95-83fd-42e4-81ff-c92eef73e105_1.e47a069be34efe01044cff5ec1cab5de.jpeg,,"premium, beauty, premium, makeup, premium, nail, polish, care, premium, nail, polish, cnd,"
92,7,0.0,0,"beauty, makeup, nails",rimmel,"Rimmel London Lasting Finish Pro Nail Lacquer, 286 Rags to Riches, 0.45 Fl. Oz.",https://i5.walmartimages.com/asr/8a6a6af2-8420-4c0b-934b-037dfe712e72_1.2646d48151b379061636e3b20d6ef5d6.jpeg,"nail, lacquer, rags, riches, 286, fl, oz, ml, 10, days, super, durable, chip, resistant, nail, lacquer, shine, release, complex, flammable, heat, flame, fl, oz, ml, new, york, ny, 10016rimmel, london, lasting, finish, pro, nail, lacquer, 286, rags, riches, fl, oz","beauty, makeup, nails, rimmel, nail, lacquer, rags, riches, 286, fl, oz, ml, 10, days, super, durable, chip, resistant, nail, lacquer, shine, release, complex, flammable, heat, flame, fl, oz, ml, new, york, ny, 10016rimmel, london, lasting, finish, pro, nail, lacquer, 286, rags, riches, fl, oz"
64,3,0.0,0,"premium, beauty, premium, facial, skincare, premium, face, cleansers",kiehl,Kiehls Rare Earth Deep Pore Daily Cleanser 5oz (150ml),https://i5.walmartimages.com/asr/42e1503e-1686-4c51-bad0-5bab064affc6_1.257d514c2e087bf2c1a203a394c63f27.jpeg,,"premium, beauty, premium, facial, skincare, premium, face, cleansers, kiehl,"
2,207,4.0,29,"home, decor, candles, home, fragrance, wax, warmers","better, homes, gardens",Better Homes & Gardens Inspirations Wall Accent Scented Wax Warmer,https://i5.walmartimages.com/asr/ac4a3b63-fe44-4a11-bdd0-744efdbdc6f3_1.f5f37942e5901800fd7149736644b82b.jpeg,,"home, decor, candles, home, fragrance, wax, warmers, better, homes, gardens,"
98,5,0.0,342,"beauty, makeup, face, makeup, face, makeup, brands, maybelline, face, makeup",maybelline,"Maybelline Fit Me Blush, Pink, 0.16 oz.",https://i5.walmartimages.com/asr/0ae059c1-4823-4476-a39f-f3e296cd2833.a339e84ee79246a87eff86fd4df7f7bb.jpeg,"enhance, skin, tone, natural, blush, true, tone, color, blends, seamlessly, fit, happens, flattering, natural, noticeable, blush, packaging, vary, receive, reflected, site, true, tone, color, creamy, smooth, texture, effortless, blending, available, collection, shades, designed, complement, skin, tone, wears, evenly","beauty, makeup, face, makeup, face, makeup, brands, maybelline, face, makeup, maybelline, enhance, skin, tone, natural, blush, true, tone, color, blends, seamlessly, fit, happens, flattering, natural, noticeable, blush, packaging, vary, receive, reflected, site, true, tone, color, creamy, smooth, texture, effortless, blending, available, collection, shades, designed, complement, skin, tone, wears, evenly"
8,1862,0.0,0,"personal, care, bath, body, body, lotions, creams",aba,ABA BODY STRETCHING AB ABS ROLLER SLIDER,https://i5.walmartimages.com/asr/2f9a1fb4-cc82-4032-8a3f-f5774bc59535_1.3cd4da311843b9d79c556ae95e363145.jpeg,"body, workoutfeatures, total, body, workoutover, 18, different, exercisesincluded, soft, knee, padworldwide, patentedfeatured, exercises, v, hamstring, stretch, 2therapy, stretchseated, hamstring, stretchseated, hip, stretchstanding, wall, lat, stretchstanding, chest, stretchaba, body, stretching, slider","personal, care, bath, body, body, lotions, creams, aba, body, workoutfeatures, total, body, workoutover, 18, different, exercisesincluded, soft, knee, padworldwide, patentedfeatured, exercises, v, hamstring, stretch, 2therapy, stretchseated, hamstring, stretchseated, hip, stretchstanding, wall, lat, stretchstanding, chest, stretchaba, body, stretching, slider"
663,24,4.4,268,"personal, care, incontinence, incontinence, underwear",discreet,"Always Discreet Incontinence Underwear, Max Protection, XL, 26 ct",https://i5.walmartimages.com/asr/e0b534c9-c66f-451f-959e-e5943fb79f35_1.a0ac6ead53bad165cdf61366459f83df.jpeg,"goodbye, bulky, adult, diapers, women, hello, smooth, secure, fit, looks, like, real, underwear, discreet, incontinence, underwear, walk, poise, wearing, discreet, amazing, protection, super, absorbent, core, turns, liquid, odor, gel, feel, dry, confident, depend, special, leakguard, design, help, stop, leaks, leg, happen, form, fitting, design, hugs, curves, soft, fabric, offering, comfort, depend, feel, confident, day, wo, nt, look, bulky, clothes, like, adult, diapers, incredible, protection, s, dry, bulky, incontinence, panties, available, sizes, s, m, xxl, fit, kinds, curves, depend, discreet, incontinence, pads, liners, discreet, incontinence, underwear, women, maximum, xl, 26, count, absorbent, incontinence, underwear, ship, discreetly, super, absorbent, core, turns, liquid, gel, dry, protection, rapiddry, protection, helps, lock, away, heaviest, bladder, leaks, overactive, bladder, 360, degrees, formfit, design, fits, close, body, smoothly, clothes, unlike, bulky, adult, diapers, exclusive, odorlock, technology, neutralizes, odors, instantly, continuously, leakguards, help, wetness, away, edges, discover, discreet, overnight, underwear, available, women, sizes, s, m, l, xl, xxl","personal, care, incontinence, incontinence, underwear, discreet, goodbye, bulky, adult, diapers, women, hello, smooth, secure, fit, looks, like, real, underwear, discreet, incontinence, underwear, walk, poise, wearing, discreet, amazing, protection, super, absorbent, core, turns, liquid, odor, gel, feel, dry, confident, depend, special, leakguard, design, help, stop, leaks, leg, happen, form, fitting, design, hugs, curves, soft, fabric, offering, comfort, depend, feel, confident, day, wo, nt, look, bulky, clothes, like, adult, diapers, incredible, protection, s, dry, bulky, incontinence, panties, available, sizes, s, m, xxl, fit, kinds, curves, depend, discreet, incontinence, pads, liners, discreet, incontinence, underwear, women, maximum, xl, 26, count, absorbent, incontinence, underwear, ship, discreetly, super, absorbent, core, turns, liquid, gel, dry, protection, rapiddry, protection, helps, lock, away, heaviest, bladder, leaks, overactive, bladder, 360, degrees, formfit, design, fits, close, body, smoothly, clothes, unlike, bulky, adult, diapers, exclusive, odorlock, technology, neutralizes, odors, instantly, continuously, leakguards, help, wetness, away, edges, discover, discreet, overnight, underwear, available, women, sizes, s, m, l, xl, xxl"
273,7,5.0,1,"beauty, makeup, eye, makeup, eye, shadow, almay, eye, shadow",almay,Almay Pure Blends Eyeshadow,https://i5.walmartimages.com/asr/05a2fa58-3d41-482a-b420-cc012d111aea_1.5837a8a4a6ebf5ce1b072e17bf4848d1.jpeg,"natural, natural, beautiful, color, pressed, powder, eye, shadow, sheer, luminous, color, 10, hour, wear, crease, proof, moisturizes, protects, delicate, eye, area, blend, antioxidant, fruit, flower, extracts, including, lotus, orchid, acai, nourish, hydrate, free, talc, added, parabens, eco, friendly, package, 58, recycled, material, hypoallergenic, ophthalmologist, tested, almay, pure, blends, eyeshadow, hypoallergenic, formula, great, respect, environment, natural, flower, extracts, sure, purest, color, flattering, shades, available, designed, maine, fluoride, whitening, toothpaste, fresh, mint, 24, pc","beauty, makeup, eye, makeup, eye, shadow, almay, eye, shadow, almay, natural, natural, beautiful, color, pressed, powder, eye, shadow, sheer, luminous, color, 10, hour, wear, crease, proof, moisturizes, protects, delicate, eye, area, blend, antioxidant, fruit, flower, extracts, including, lotus, orchid, acai, nourish, hydrate, free, talc, added, parabens, eco, friendly, package, 58, recycled, material, hypoallergenic, ophthalmologist, tested, almay, pure, blends, eyeshadow, hypoallergenic, formula, great, respect, environment, natural, flower, extracts, sure, purest, color, flattering, shades, available, designed, maine, fluoride, whitening, toothpaste, fresh, mint, 24, pc"
62897,190,4.4,540,"beauty, skin, care, moisturizers, hyaluronic, acid, moisturizers",neutrogena,"Neutrogena Hydro Boost Gel-Cream, Extra Dry Skin 1.7 oz (Pack of 6)",https://i5.walmartimages.com/asr/15f1057d-1970-4d5a-9e8f-a4fc85b1580c_1.cac28ea13cd749f6b9477acf7e56d512.jpeg,"pack, 6, pack, 6, upc, 070501110485, neutrogena, hydro, boost, gel, cream, extra, dry, skin, cream, fragrance, free, lightweight, gel, cream, instantly, quenches, continuously, hydrates, skin, formulated, hyaluronic, acid, boosts, hydration, locks, skin, stays, hydrated, smooth, supple, day, day, applies, effortlessly, absorbing, quickly, skin, leaving, oily, greasy, feel, neutrogena, hydro, boost, gel, cream, extra, dry, skin, hydrates, skin, approach, replenishing, water, rebuilding, skins, barrier, leveraging, key, ingredients, purified, hyaluronic, acid, olive, extract, purified, hyaluronic, acid, naturally, found, skin, delivers, pure, boost, hydration, acts, like, sponge, dry, skin, cells, absorbing, 1000, times, weight, water, progressively, releases, water, skin, keeping, skin, hydrated, supple, day","beauty, skin, care, moisturizers, hyaluronic, acid, moisturizers, neutrogena, pack, 6, pack, 6, upc, 070501110485, neutrogena, hydro, boost, gel, cream, extra, dry, skin, cream, fragrance, free, lightweight, gel, cream, instantly, quenches, continuously, hydrates, skin, formulated, hyaluronic, acid, boosts, hydration, locks, skin, stays, hydrated, smooth, supple, day, day, applies, effortlessly, absorbing, quickly, skin, leaving, oily, greasy, feel, neutrogena, hydro, boost, gel, cream, extra, dry, skin, hydrates, skin, approach, replenishing, water, rebuilding, skins, barrier, leveraging, key, ingredients, purified, hyaluronic, acid, olive, extract, purified, hyaluronic, acid, naturally, found, skin, delivers, pure, boost, hydration, acts, like, sponge, dry, skin, cells, absorbing, 1000, times, weight, water, progressively, releases, water, skin, keeping, skin, hydrated, supple, day"
3395,1,0.0,0,"personal, care, bath, body, hand, lotions, creams",eos,EOS Intensive Hand Lotion- Vanilla Orchid,https://i5.walmartimages.com/asr/a00ac17b-8cc3-41a9-94fa-23ef1f84c35a_1.fd32e2d81467d7ecd6c34d174f3cafcf.jpeg,"eos, intensive, hand, vanilla, orchid","personal, care, bath, body, hand, lotions, creams, eos, eos, intensive, hand, vanilla, orchid"
65,3,0.0,0,"premium, beauty, premium, bath, body, premium, deodorants, antiperspirants",philosophy,"Philosophy Pure Grace Body Spritz, 8 Ounce",https://i5.walmartimages.com/asr/42d15838-a189-4866-8651-8656f3d80248_1.d09c9e8221a5d2eb00444b03d219859f.jpeg,,"premium, beauty, premium, bath, body, premium, deodorants, antiperspirants, philosophy,"
622,9,0.0,131,"personal, care, oral, care, toothbrushes, manual, toothbrushes, oral, b, manual, toothbrushes","oral, b","Oral-B Pro-Flex Stain Eraser Manual Toothbrush, Medium, 2 count",https://i5.walmartimages.com/asr/fc6e2466-1eda-4339-8040-7cf21d338ecd_1.221daade8c343a3a4092581b1bb54bea.png,"oral, b, pro, flex, stain, eraser, manual, toothbrush, discover, whiter, smile, remove, plaque, s, dual, flexing, head, design, combined, unique, stain, eraser, work, remove, 90, surface, teeth, stains, reveal, dazzling, white, smile, gentle, gums, tough, stains, pro, flex, stain, eraser, toothbrush, revolution, ve, hoping, manual, toothbrush, oral, b, pro, flex, stain, eraser, manual, toothbrush, medium, 2, count, remove, 90, surface, stains, unique, stain, eraser, brush, head, gently, polishes, away, stains, help, whiten, teeth, pro, flex, sides, individually, adjust, teeth, thorough, clean, gentle, enamel, everyday, use, oral, b, 1, dentist, recommended, toothbrush, brand, worldwide, oral, b, recommends, brushing, crest, toothpaste, optimal, results","personal, care, oral, care, toothbrushes, manual, toothbrushes, oral, b, manual, toothbrushes, oral, b, oral, b, pro, flex, stain, eraser, manual, toothbrush, discover, whiter, smile, remove, plaque, s, dual, flexing, head, design, combined, unique, stain, eraser, work, remove, 90, surface, teeth, stains, reveal, dazzling, white, smile, gentle, gums, tough, stains, pro, flex, stain, eraser, toothbrush, revolution, ve, hoping, manual, toothbrush, oral, b, pro, flex, stain, eraser, manual, toothbrush, medium, 2, count, remove, 90, surface, stains, unique, stain, eraser, brush, head, gently, polishes, away, stains, help, whiten, teeth, pro, flex, sides, individually, adjust, teeth, thorough, clean, gentle, enamel, everyday, use, oral, b, 1, dentist, recommended, toothbrush, brand, worldwide, oral, b, recommends, brushing, crest, toothpaste, optimal, results"
9,318,3.0,148,"health, vitamins, supplements, supplements",enfamil,"Enfamil D-Vi-Sol Vitamin D Supplement Drops for Infants, 50 mL dropper bottle",https://i5.walmartimages.com/asr/fda90beb-4df4-4445-8119-27ea0b8d1293.0cd3890794aa9d5859123ff10e455e41.jpeg,"breastfed, infants, 15, recommended, level, vitamin, enfamil, d, vi, sol, designed, complement, breast, milk, aap, recommended, daily, 1, ml, dose, enfamil, vitamins, easily, given, dispensing, directly, mouth, mixed, breast, milk, formula, juice, cereal, foods, increase, acceptance, enfamil, pediatric, vitamins, gluten, free, artificial, colors, artificial, flavors, american, academy, pediatrics, institute, medicine, statement, evaluated, food, drug, administration, product, intended, diagnose, treat, cure, prevent, disease, enfamil, d, vi, sol, liquid, vitamin, d, infant, supplement, fl, oz, 50, ml, liquid, multivitamin, breastfed, infants, 1, pediatrician, recommended, brand, designed, help, meet, nutritional, needs, growing, infant, daily, vitamin, d, recommended, american, academy, pediatrics, 400, iu, vitamin, d, essential, vitamin, helps, babys, body, absorb, calcium, strong, bones, teeth, lactose, free, natural, fruit, flavor, enfamil, pediatric, vitamins, gluten, free, artificial, colors, artificial, flavors, contain, ingredients, derived, common, food, allergies, milk, eggs, peanuts, tree, nuts, fish, shellfish, soy, wheat, given, dispensing, directly, mouth, mixing, breast, milk, formula, juice, cereal, foods, increase, acceptance, easy, use, dropper, included, infant, vitamin, category, statements, evaluated, food, drug, administration, product, intended, diagnose, treat, cure, prevent, disease","health, vitamins, supplements, supplements, enfamil, breastfed, infants, 15, recommended, level, vitamin, enfamil, d, vi, sol, designed, complement, breast, milk, aap, recommended, daily, 1, ml, dose, enfamil, vitamins, easily, given, dispensing, directly, mouth, mixed, breast, milk, formula, juice, cereal, foods, increase, acceptance, enfamil, pediatric, vitamins, gluten, free, artificial, colors, artificial, flavors, american, academy, pediatrics, institute, medicine, statement, evaluated, food, drug, administration, product, intended, diagnose, treat, cure, prevent, disease, enfamil, d, vi, sol, liquid, vitamin, d, infant, supplement, fl, oz, 50, ml, liquid, multivitamin, breastfed, infants, 1, pediatrician, recommended, brand, designed, help, meet, nutritional, needs, growing, infant, daily, vitamin, d, recommended, american, academy, pediatrics, 400, iu, vitamin, d, essential, vitamin, helps, babys, body, absorb, calcium, strong, bones, teeth, lactose, free, natural, fruit, flavor, enfamil, pediatric, vitamins, gluten, free, artificial, colors, artificial, flavors, contain, ingredients, derived, common, food, allergies, milk, eggs, peanuts, tree, nuts, fish, shellfish, soy, wheat, given, dispensing, directly, mouth, mixing, breast, milk, formula, juice, cereal, foods, increase, acceptance, easy, use, dropper, included, infant, vitamin, category, statements, evaluated, food, drug, administration, product, intended, diagnose, treat, cure, prevent, disease"
17747,2324,0.0,0,"premium, beauty, premium, facial, skincare, premium, toners",proactiv,"ProactivMD Balancing Toner, 6 ounce",https://i5.walmartimages.com/asr/0dc354ed-c086-4875-b74a-c2baad87e9a9_1.39d8b8f55967bc324064e81e8782afb3.jpeg,,"premium, beauty, premium, facial, skincare, premium, toners, proactiv,"
